Rank,Name,Platform,Year,Genre,Publisher,NA_Sales_Million,EU_Sales_Million,JP_Sales_Million,Other_Sales_Million,Global_Sales_Million
4842,Homefront: The Revolution,PC,2016,Shooter,Deep Silver,0,0.02,0,0,0.02
4843,Toki no Kizuna: Hanayui Tsuzuri,PSP,2013,Adventure,Idea Factory,0,0,0.02,0,0.02
4844,The Technomancer,XOne,2016,Role-Playing,Focus Home Interactive,0.01,0.01,0,0,0.02
4845,Rinne no Lagrange: Kamogawa Days,PS3,2012,Adventure,Namco Bandai Games,0,0,0.02,0,0.02
4846,Airport Simulator,PC,2011,Simulation,Unknown,0,0.02,0,0,0.02
4847,The Idolmaster: Gravure For You! Vol.8,PS3,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02
4848,Oil Rush,PC,2012,Strategy,Iceberg Interactive,0,0.02,0,0,0.02
4849,Cabela's Big Game Hunter: Pro Hunts,WiiU,2014,Shooter,Activision,0.02,0,0,0,0.02
4850,Hakuoki: Shinkai - Furi no Shou,PSV,2015,Action,Idea Factory,0,0,0.02,0,0.02
4851,Demolition Company: Gold Edition,PC,2011,Simulation,NA,0,0.02,0,0,0.02
4852,Onechanbara Special,PSP,2011,Action,D3Publisher,0,0,0.02,0,0.02
4853,Saki: Achiga-Hen Portable,PSP,2013,Adventure,Alchemist,0,0,0.02,0,0.02
4854,Bella Sara 2 - The Magic of Drasilmare,3DS,2013,Adventure,Big Ben Interactive,0,0.02,0,0,0.02
4855,Jinguuji Saburou DS: Akai Chou,DS,2010,Adventure,Arc System Works,0,0,0.02,0,0.02
4856,UnchainBlades EXXiV,PSP,2012,Role-Playing,FuRyu,0,0,0.02,0,0.02
4857,Princess Isabella: A Witch's Curse,Wii,2010,Adventure,Destineer,0.02,0,0,0,0.02
4858,The Legend of Heroes: Trails in the Sky Third Chapter,PSV,2016,Role-Playing,Nihon Falcom Corporation,0,0,0.02,0,0.02
4859,Jewel Link: Galactic Quest,DS,2012,Action,Avanquest Software,0,0.02,0,0,0.02
4860,Kawaii Koinu DS 3,DS,2010,Simulation,MTO,0,0,0.02,0,0.02
4861,Chevrolet Camaro: Wild Ride,DS,2010,Racing,Storm City Games,0.02,0,0,0,0.02
4862,Joker no Kuni no Alice: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,0,0,0.02,0,0.02
4863,Samurai & Dragons,PSV,2012,Action,Sega,0,0,0.02,0,0.02
4864,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,2015,Misc,Namco Bandai Games,0,0,0.02,0,0.02
4865,Elminage Original: Majo to Megami to Kamigami no Yubiwa,PSP,2011,Role-Playing,Starfish,0,0,0.02,0,0.02
4866,Uta no * Prince-Sama,PSP,2010,Adventure,Broccoli,0,0,0.02,0,0.02
4867,Ridge Racer Unbounded,PC,2012,Racing,Namco Bandai Games,0,0.02,0,0,0.02
4868,Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,2012,Role-Playing,Starfish,0,0,0.02,0,0.02
4869,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,2011,Action,Namco Bandai Games,0,0,0.02,0,0.02
4870,Invizimals: The Resistance,PSV,2014,Role-Playing,Sony Computer Entertainment,0,0.02,0,0,0.02
4871,Anima - Gate of Memories,PS4,2016,Action,Avanquest,0,0.02,0,0,0.02
4872,Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,2012,Action,Comfort,0,0,0.02,0,0.02
4873,The Legend of Heroes: Trails in the Sky Second Chapter,PS3,2013,Role-Playing,Falcom Corporation,0,0,0.02,0,0.02
4874,Psycho-Pass: Mandatory Happiness,PSV,2016,Adventure,Nippon Ichi Software,0,0.01,0.01,0,0.02
4875,Resident Evil: Umbrella Corps,PS4,2016,Action,Capcom,0,0,0.02,0,0.02
4876,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,PS2,2010,Action,Russel,0,0,0.02,0,0.02
4877,Vitamin R,PSP,2013,Adventure,D3Publisher,0,0,0.02,0,0.02
4878,Fist of the North Star: Ken's Rage 2,WiiU,2013,Fighting,Tecmo Koei,0,0,0.02,0,0.02
4879,Maximum Racing: Crash Car Racer,Wii,2010,Racing,Nordic Games,0.01,0.01,0,0,0.02
4880,Deus Ex: Mankind Divided,PC,2016,Role-Playing,Square Enix,0,0.02,0,0,0.02
4881,Gakuen K: Wonderful School Days,PSP,2014,Adventure,Idea Factory,0,0,0.02,0,0.02
4882,RollerCoaster Tycoon World,PC,2016,Simulation,Atari,0,0.02,0,0,0.02
4883,Pastel Chime Continue,PSP,2010,Adventure,5pb,0,0,0.02,0,0.02
4884,Trapped Dead,PC,2011,Strategy,Iceberg Interactive,0,0.02,0,0,0.02
4885,Ro-Kyu-Bu! Lost Secret,PSP,2013,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02
4886,CV Casting Voice,PS3,2014,Adventure,Namco Bandai Games,0,0,0.02,0,0.02
4887,Net High,PSV,2015,Adventure,Marvelous Games,0,0,0.02,0,0.02
4888,Kokoro Connect: Yochi Random,PSP,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02
4889,Tenkai Knights: Brave Battle,3DS,2014,Action,Namco Bandai Games,0.01,0.01,0,0,0.02
4890,Mount & Blade: Warband,PC,2010,Role-Playing,Paradox Interactive,0.01,0.01,0,0,0.02
4891,Horrid Henry: Missions of Mischief,Wii,2010,Adventure,SouthPeak Games,0,0.02,0,0,0.02
4892,Dark Tales: Edgar Allan Poe's The Premature Burial,PC,2012,Puzzle,Focus Multimedia,0,0.02,0,0,0.02
4893,Painkiller: Hell & Damnation,X360,2013,Shooter,Nordic Games,0,0.01,0,0,0.02
4894,Resident Evil Zero,PC,2016,Action,Capcom,0.01,0.01,0,0,0.02
4895,Downtown Nekketsu Jidaigek,3DS,2015,Action,Arc System Works,0,0,0.02,0,0.02
4896,Legend of Kay Anniversary,PS4,2015,Action,Nordic Games,0,0.02,0,0,0.02
4897,Battle Princess of Arcadias,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02
4898,Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,2015,Strategy,Tecmo Koei,0,0,0.02,0,0.02
4899,Germany's Next Topmodel 2011,Wii,2011,Simulation,7G//AMES,0,0.02,0,0,0.02
4900,Angelique Retour,PSV,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
4901,Winx Club: Saving Alfea,DS,2014,Action,Namco Bandai Games,0.02,0,0,0,0.02
4902,Mount & Blade Collection,PC,2012,Role-Playing,Paradox Interactive,0,0.02,0,0,0.02
4903,StormLover Karen!!,PSP,2011,Adventure,D3Publisher,0,0,0.02,0,0.02
4904,Steins;Gate: Hiyoku Renri no Darling,PS3,2012,Adventure,5pb,0,0,0.02,0,0.02
4905,Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,2010,Adventure,Alchemist,0,0,0.02,0,0.02
4906,Dino Dini's Kick Off Revival,PS4,2016,Sports,Avanquest,0,0.02,0,0,0.02
4907,Mighty No. 9,WiiU,2016,Platform,Deep Silver,0.01,0.01,0,0,0.02
4908,Atlantic Quest,PC,2011,Puzzle,Avanquest,0,0.02,0,0,0.02
4909,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
4910,Agatha Christie: The ABC Murders,PC,2016,Adventure,Microids,0,0.02,0,0,0.02
4911,Date-A-Live Twin Edition: Rio Reincarnation,PSV,2015,Action,Compile Heart,0,0,0.02,0,0.02
4912,Natsuiro High School: Seishun Hakusho,PS4,2015,Action,D3Publisher,0,0,0.02,0,0.02
4913,Black Rose Valkyrie,PS4,2016,Role-Playing,Idea Factory,0,0,0.02,0,0.02
4914,Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),Wii,,Racing,Unknown,0,0,0.02,0,0.02
4915,Heroes VS,PSP,2013,Fighting,Namco Bandai Games,0,0,0.02,0,0.02
4916,Kazoku Keikaku,PSP,2010,Adventure,CyberFront,0,0,0.02,0,0.02
4917,Agatha Christie's The ABC Murders,PS4,2016,Adventure,Microids,0.01,0.01,0,0,0.02
4918,Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011,Action,Ubisoft,0.02,0,0,0,0.02
4919,Dynasty Warriors 8: Empires,PSV,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
4920,Devil Survivor: Over Clock,3DS,2015,Strategy,Atlus,0,0,0.02,0,0.02
4921,Otoko Yukaku,PSV,2015,Action,D3Publisher,0,0,0.02,0,0.02
4922,Spirits and Demons: 5 Game Pack,PC,2015,Misc,Focus Multimedia,0,0.02,0,0,0.02
4923,Rose to Tasogare no Kojou,PSV,2016,Action,Nippon Ichi Software,0,0,0.02,0,0.02
4924,Azada,3DS,2012,Puzzle,Licensed 4U,0,0.02,0,0,0.02
4925,Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,PSP,2010,Misc,Karin Entertainment,0,0,0.02,0,0.02
4926,Muchi Muchi Pork & Pink Sweets,X360,2011,Shooter,Cave,0,0,0.02,0,0.02
4927,Meiji Toukyou Renka,PSP,2013,Adventure,Broccoli,0,0,0.02,0,0.02
4928,Sengoku Basara: Sanada Yukimura-Den,PS3,2016,Action,Capcom,0,0,0.02,0,0.02
4929,Hakuoki: Shinkai - Hana no Shou,PSV,2016,Adventure,Idea Factory,0,0,0.02,0,0.02
4930,Mushihimesama,X360,2012,Action,Cave,0,0,0.02,0,0.02
4931,Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02
4932,X-Plane 10 Global,PC,2013,Simulation,Aerosoft,0,0.02,0,0,0.02
4933,WRC 2: FIA World Rally Championship,PC,2011,Racing,Ubisoft,0,0.01,0,0,0.02
4934,uDraw Studio: Instant Artist,X360,2011,Misc,THQ,0.01,0.01,0,0,0.02
4935,Seitokai no Ichizon: DS-suru Seitokai,DS,2010,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02
4936,Marvel Avengers: Battle for Earth,X360,2012,Action,Ubisoft,0.02,0,0,0,0.02
4937,Winter Blast: 9 Snow & Ice Games,Wii,2010,Sports,Destineer,0.02,0,0,0,0.02
4938,Natsuiro High School: Seishun Hakusho,PS3,2015,Action,D3Publisher,0,0,0.02,0,0.02
4939,Kamen Rider: Battride War II,WiiU,2014,Action,Namco Bandai Games,0,0,0.02,0,0.02
4940,The Talos Principle,PS4,2015,Puzzle,Devolver Digital,0,0.02,0,0,0.02
4941,Poyo Poyo Kansatsu Nikki,3DS,2012,Action,IE Institute,0,0,0.02,0,0.02
4942,Wild West Shootout,Wii,2010,Shooter,Unknown,0.01,0.01,0,0,0.02
4943,Miyako,PSP,2010,Adventure,Idea Factory,0,0,0.02,0,0.02
4944,Motto NUGA-CEL!,PSP,2010,Adventure,Idea Factory,0,0,0.02,0,0.02
4945,11eyes: CrossOver,PSP,2010,Adventure,5pb,0,0,0.02,0,0.02
4946,Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,2015,Adventure,dramatic create,0,0,0.02,0,0.02
4947,Gon: BakuBakuBakuBaku Adventure,3DS,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02
4948,Amatsumi Sora ni! Kumo no Hatate ni,PSV,2015,Adventure,Prototype,0,0,0.02,0,0.02
4949,Earth Seeker,Wii,2011,Role-Playing,Kadokawa Shoten,0,0,0.02,0,0.02
4950,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2015,Action,Arc System Works,0,0,0.02,0,0.02
4951,Lovely x Cation 1 & 2,PSV,2015,Action,5pb,0,0,0.02,0,0.02
4952,Blood Bowl: Legendary Edition,PC,2010,Sports,Focus Home Interactive,0,0.01,0,0,0.02
4953,Tantei Opera: Milky Holmes,PSP,2010,Adventure,Unknown,0,0,0.02,0,0.02
4954,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,2016,Misc,Namco Bandai Games,0,0,0.02,0,0.02
4955,Entaku no Seito: The Eternal Legend,PSP,2012,Role-Playing,Kadokawa Games,0,0,0.02,0,0.02
4956,New Atelier Rorona: Hajimari no Monogatari,3DS,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
4957,The Crew: Wild Run,PC,2015,Action,Ubisoft,0,0.02,0,0,0.02
4958,7 Roses: A Darkness Rises,PC,2015,Misc,Avanquest Software,0,0.02,0,0,0.02
4959,Bakumatsu Rock: Ultra Soul,PSV,2014,Misc,Marvelous Interactive,0,0,0.02,0,0.02
4960,Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,2010,Action,Takara Tomy,0,0,0.02,0,0.02
4961,Cabela's Alaskan Adventure,PS2,,Sports,Unknown,0.01,0.01,0,0,0.02
4962,Niko Puchi Girls Runway,3DS,2015,Misc,Happinet,0,0,0.02,0,0.02
4963,MotoGP 14,PSV,2014,Racing,Milestone S.r.l.,0,0.01,0,0,0.02
4964,Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,DS,2010,Simulation,Square Enix,0,0,0.02,0,0.02
4965,Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,PS2,2010,Role-Playing,Namco Bandai Games,0,0,0.02,0,0.02
4966,SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,DS,2010,Action,Namco Bandai Games,0,0,0.02,0,0.02
4967,Starry ? Sky: After Summer,PSP,2013,Misc,Asgard,0,0,0.02,0,0.02
4968,Ketsui: Kizuna Jigoku Tachi Extra,X360,2010,Shooter,5pb,0,0,0.02,0,0.02
4969,Call of Duty: Modern Warfare Trilogy,PS3,2016,Shooter,Activision,0,0.01,0,0,0.02
4970,Emergency 2012,DS,2010,Simulation,Rondomedia,0,0.02,0,0,0.02
4971,Suzumiya Haruhi-Chan no Mahjong,PSP,2011,Misc,Kadokawa Shoten,0,0,0.02,0,0.02
4972,James Bond 007: Blood Stone,PC,2010,Shooter,Activision,0.02,0,0,0,0.02
4973,Writing and Speaking Beautiful Japanese DS,DS,,Misc,Unknown,0,0,0.02,0,0.02
4974,Heavy Fire: Afghanistan,PC,2011,Shooter,Mastiff,0.02,0,0,0,0.02
4975,Let's Dance with Mel B,X360,2011,Sports,Black Bean Games,0,0.02,0,0,0.02
4976,The Crew: Wild Run,XOne,2015,Action,Ubisoft,0,0.02,0,0,0.02
4977,Toukiden 2,PS3,2016,Action,Tecmo Koei,0,0,0.02,0,0.02
4978,Koisuru Otome to Shugo no Tate Portable,PSP,2010,Adventure,Alchemist,0,0,0.02,0,0.02
4979,PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,2012,Action,Irem Software Engineering,0,0,0.02,0,0.02
4980,Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,DS,2010,Misc,Namco Bandai Games,0,0,0.02,0,0.02
4981,Ben 10 Omniverse 2,3DS,2013,Action,Namco Bandai Games,0,0.02,0,0,0.02
4982,Dancing on Ice,DS,2010,Sports,Ghostlight,0,0.02,0,0,0.02
4983,Princess Frontier Portable,PSP,2011,Adventure,Alchemist,0,0,0.02,0,0.02
4984,Rock Blast,Wii,2010,Puzzle,UFO Interactive,0.02,0,0,0,0.02
4985,Kimikare: New Semester,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02
4986,Lara Croft and the Temple of Osiris,PC,2014,Action,Square Enix,0,0.02,0,0,0.02
4987,Final Fantasy XIV: Heavensward,PC,2015,Action,Square Enix,0.01,0.01,0,0,0.02
4988,Grisaia no Rakuen: Le Eden de la Grisaia,PSV,2014,Adventure,Prototype,0,0,0.02,0,0.02
4989,Seinaru Kana: Orichalcum no Na no Motoni,PSP,2012,Action,CyberFront,0,0,0.02,0,0.02
4990,Tour de France 2014,PS3,2014,Sports,Focus Home Interactive,0,0.02,0,0,0.02
4991,Canada Hunt,Wii,2010,Sports,Virtual Play Games,0.02,0,0,0,0.02
4992,Virtua Quest,PS2,,Role-Playing,Unknown,0.01,0.01,0,0,0.02
4993,Bejeweled Blitz,PC,2010,Puzzle,Mastertronic,0,0.01,0,0,0.02
4994,Song of the Deep,PC,2016,Action,Insomniac Games,0.02,0,0,0,0.02
4995,Nobunaga no Yabou: Soutensoku with Power-Up Kit,PSP,2011,Strategy,Tecmo Koei,0,0,0.02,0,0.02
4996,Wizardry Twin Pack,PS3,2011,Role-Playing,Acquire,0,0,0.02,0,0.02
4997,Rabbids Invasion: The Interactive TV Show,PS4,2014,Misc,Ubisoft,0,0.01,0,0,0.02
4998,Tegami Bachi: Kokoro Tsumugu Mono e,PSP,2010,Role-Playing,Konami Digital Entertainment,0,0,0.02,0,0.02
4999,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
5000,50 Classic Games,3DS,2012,Misc,Avanquest Software,0,0.02,0,0,0.02
5001,Winning Post 8 2016,PS4,2016,Simulation,Tecmo Koei,0,0,0.02,0,0.02
5002,Machi-ing Maker 4,PS3,2011,Strategy,D3Publisher,0,0,0.02,0,0.02
5003,Pirates PlundArrr,Wii,2010,Action,Majesco Entertainment,0.02,0,0,0,0.02
5004,Robotics;Notes,PSV,2014,Adventure,5pb,0,0,0.02,0,0.02
5005,Prince of Stride,PSV,2015,Adventure,Kadokawa Games,0,0,0.02,0,0.02
5006,Mechanic Master 2,DS,2010,Puzzle,Crave Entertainment,0.02,0,0,0,0.02
5007,Dungeons - The Dark Lord,PC,2011,Strategy,Kalypso Media,0,0.01,0,0,0.02
5008,Clover no Kuni no Alice: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,0,0,0.02,0,0.02
5009,Shonen Jump's Yu-Gi-Oh! GX Card Almanac,DS,,Misc,Konami Digital Entertainment,0,0,0.02,0,0.02
5010,Monster High 13 Wishes,3DS,2013,Action,Little Orbit,0,0.02,0,0,0.02
5011,GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,2010,Adventure,Russel,0,0,0.02,0,0.02
5012,Back to the Future: The Game,XOne,2015,Adventure,Telltale Games,0,0.02,0,0,0.02
5013,Ultraman Star Chronicles,PSP,2013,Strategy,Namco Bandai Games,0,0,0.02,0,0.02
5014,Ginga Tetsudou 999 DS,DS,2010,Adventure,Culture Brain,0,0,0.02,0,0.02
5015,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
5016,This War of Mine,PS4,2016,Action,Deep Silver,0,0.01,0,0,0.02
5017,Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,2016,Adventure,Idea Factory,0,0,0.02,0,0.02
5018,Without Warning,XB,,Shooter,Capcom,0.01,0,0,0,0.02
5019,Marvel Superheroes 3D: Grandmaster's Challenge,Wii,2010,Action,Neko Entertainment,0,0.01,0,0,0.02
5020,Suzunone Seven: Rebirth Knot,PS2,2010,Adventure,Alchemist,0,0,0.02,0,0.02
5021,Arslan: The Warriors of Legend,XOne,2016,Action,Tecmo Koei,0.01,0,0,0,0.02
5022,"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",PSP,2013,Adventure,Idea Factory,0,0,0.02,0,0.02
5023,Vitamin X Evolution Plus,PSP,2010,Adventure,D3Publisher,0,0,0.02,0,0.02
5024,Disciples III: Renaissance,PC,2010,Strategy,Kalypso Media,0,0.01,0,0,0.02
5025,Revolution: 25th Anniversary Collection,PC,2016,Adventure,Koch Media,0,0.02,0,0,0.02
5026,MX vs. ATV Supercross Encore,XOne,2015,Sports,Nordic Games,0.02,0,0,0,0.02
5027,Nano Diver,PSP,2011,Action,Takara Tomy,0,0,0.02,0,0.02
5028,Elkrone no Atelier: Dear for Otomate,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02
5029,Memories Off: Yubikiri no Kioku,X360,2010,Adventure,5pb,0,0,0.02,0,0.02
5030,Football Manager 2007,X360,,Sports,Sega,0,0.01,0,0,0.02
5031,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
5032,Elven Legacy Collection,PC,2010,Strategy,Paradox Interactive,0,0.01,0,0,0.02
5033,Cross + Channel,PSP,2010,Adventure,CyberFront,0,0,0.02,0,0.02
5034,Summer Challenge: Athletics Tournament,Wii,2011,Sports,PQube,0,0.01,0,0,0.02
5035,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,DS,2010,Misc,Namco Bandai Games,0,0,0.02,0,0.02
5036,Abunai: Koi no Sousa Shitsu,PSV,2015,Action,Asgard,0,0,0.02,0,0.02
5037,Memories Off: Yubikiri no Kikou,PSP,2011,Adventure,5pb,0,0,0.02,0,0.02
5038,L.G.S: Shinsetsu Houshinengi,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02
5039,Turbo: Super Stunt Squad,Wii,2013,Sports,D3Publisher,0,0.02,0,0,0.02
5040,Puzzle Chronicles,DS,2010,Puzzle,Konami Digital Entertainment,0.01,0,0,0,0.02
5041,Divinity: Original Sin,PC,2014,Role-Playing,Focus Home Interactive,0,0.02,0,0,0.02
5042,Strike Witches: Shirogane no Tsubasa,X360,2010,Strategy,CyberFront,0,0,0.02,0,0.02
5043,Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,DS,2010,Action,Hudson Soft,0,0,0.02,0,0.02
5044,Clock Zero: Shuuen no Ichibyou - ExTime,PSV,2015,Action,Idea Factory,0,0,0.02,0,0.02
5045,Moujuutsukai to Oujisama,PS2,2010,Adventure,Idea Factory,0,0,0.02,0,0.02
5046,Root Infinity Rexx,PSV,2015,Adventure,Idea Factory,0,0,0.02,0,0.02
5047,Dunamis 15,X360,2011,Adventure,5pb,0,0,0.02,0,0.02
5048,Yoake Yori Ruriiro na Portable,PSP,2010,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02
5049,Reine des Fleurs,PSV,2015,Action,Idea Factory,0,0,0.02,0,0.02
5050,Gummy Bears Magical Medallion,Wii,2011,Platform,Storm City Games,0.02,0,0,0,0.02
5051,"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",PSV,2016,Adventure,NA,0,0,0.02,0,0.02
5052,Dark Void,PC,2010,Action,Capcom,0,0.01,0,0,0.02
5053,Kaleidoeve,PSV,2015,Adventure,HuneX,0,0,0.02,0,0.02
5054,NHL 16,X360,2015,Sports,Electronic Arts,0,0.02,0,0,0.02
5055,XCOM 2,XOne,2016,Strategy,Take-Two Interactive,0.01,0.01,0,0,0.02
5056,Call of Duty: Modern Warfare Trilogy,X360,2016,Shooter,Activision,0.01,0.01,0,0,0.02
5057,WRC 5: FIA World Rally Championship,X360,2015,Sports,Bigben Interactive,0,0.02,0,0,0.02
5058,Custom Drive,PSP,2012,Action,D3Publisher,0,0,0.02,0,0.02
5059,Ferrari: The Race Experience,Wii,,Racing,System 3 Arcade Software,0,0.01,0,0,0.02
5060,Achtung Panzer: Kharkov 1943,PC,2010,Strategy,Mamba Games,0,0.01,0,0,0.02
5061,Winning Post 7 2013,PSV,2013,Sports,Tecmo Koei,0,0,0.02,0,0.02
5062,Command & Conquer 4: Tiberian Twilight,PC,2010,Strategy,Electronic Arts,0,0.01,0,0,0.02
5063,Winter Sports 3: The Great Tournament,X360,2010,Sports,Tradewest,0,0.01,0,0,0.02
5064,Ore wa Shoujo Mangaka,PSP,2012,Action,Giza10,0,0,0.02,0,0.02
5065,Puyo Puyo Tetris,WiiU,2014,Puzzle,Sega,0,0,0.02,0,0.02
5066,The Haunted: Hell's Reach,PC,2011,Shooter,Visco,0.02,0,0,0,0.02
5067,Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Adventure,Capcom,0,0,0.02,0,0.02
5068,Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,DS,2011,Misc,Disney Interactive Studios,0,0,0.02,0,0.02
5069,I Love Horses: Rider's Paradise,Wii,2010,Simulation,Destineer,0.02,0,0,0,0.02
5070,Majesty 2 Collection,PC,2011,Strategy,Paradox Interactive,0,0.01,0,0,0.02
5071,Dream C Club: GoGo,PS3,2014,Adventure,D3Publisher,0,0,0.02,0,0.02
5072,Battle Spirits: Hero's Soul,PSP,2010,Role-Playing,Namco Bandai Games,0,0,0.02,0,0.02
5073,Usavichi: Game no Jikan,DS,2011,Action,Namco Bandai Games,0,0,0.02,0,0.02
5074,Pachi-Slot Higrashi no Naku Koro ni Matsuri,PS2,2010,Misc,Alchemist,0,0,0.02,0,0.02
5075,Otona no Renai Shousetsu: Harlequin Selection,DS,2010,Misc,Nintendo,0,0,0.02,0,0.02
5076,White Album 2: Shiawase no Mukougawa,PSV,2013,Adventure,Aqua Plus,0,0,0.02,0,0.02
5077,W.L.O. Sekai Renai Kikousen,X360,2010,Adventure,5pb,0,0,0.02,0,0.02
5078,Psychedelica of the Black Butterfly,PSV,2015,Action,Idea Factory,0,0,0.02,0,0.02
5079,Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,DS,2010,Misc,Alvion,0,0,0.02,0,0.02
5080,Assault Suit Leynos,PS4,2016,Shooter,Rising Star Games,0.01,0,0,0,0.02
5081,Germany's Next Topmodel 2011,DS,2011,Simulation,7G//AMES,0,0.01,0,0,0.02
5082,Storm Lover 2nd,PSP,2013,Misc,D3Publisher,0,0,0.02,0,0.02
5083,Kadenz fermata//Akkord:fortissimo,PSV,2014,Adventure,5pb,0,0,0.02,0,0.02
5084,DuckTales: Remastered,PC,2013,Action,Capcom,0,0.01,0,0,0.02
5085,Transformers: Prime,Wii,2012,Action,Activision,0,0.01,0,0,0.02
5086,Contrast,PC,2013,Platform,Focus Home Interactive,0,0.01,0,0,0.02
5087,Arcana Famiglia 2,PSP,2013,Adventure,Comfort,0,0,0.02,0,0.02
5088,Taishou Moebius Line Vitable,PSV,2016,Adventure,dramatic create,0,0,0.02,0,0.02
5089,Gaist Crusher God,3DS,2014,Action,Capcom,0,0,0.02,0,0.02
5090,PDC World Championship Darts 2008,DS,,Sports,Unknown,0.01,0,0,0,0.02
5091,Shin Sangoku Musou Online: Souten Ranbu,PS3,2010,Action,Tecmo Koei,0,0,0.02,0,0.02
5092,Turbo: Super Stunt Squad,3DS,2013,Sports,D3Publisher,0,0.01,0,0,0.02
5093,Dinotopia: The Sunstone Odyssey,GC,,Action,Unknown,0.01,0,0,0,0.02
5094,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,PSP,2010,Misc,Paon,0,0,0.02,0,0.02
5095,Dance! It's Your Stage,Wii,,Misc,DTP Entertainment,0,0.01,0,0,0.02
5096,PachiPara 3D,3DS,2011,Misc,Irem Software Engineering,0,0,0.02,0,0.02
5097,Kiss Bell,PSV,2014,Adventure,Giga,0,0,0.02,0,0.02
5098,GTI Club: Supermini Festa!,Wii,2010,Racing,Konami Digital Entertainment,0.01,0,0,0,0.02
5099,MuvLuv Double Pack,PSV,2016,Adventure,5pb,0,0,0.02,0,0.02
5100,Koihime Enbu,PS4,2016,Fighting,Yeti,0,0,0.02,0,0.02
5101,Romance of the Three Kingdoms XII,WiiU,2012,Strategy,Tecmo Koei,0,0,0.02,0,0.02
5102,Sora no Otoshimono Forte: Dreamy Season,DS,2011,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02
5103,The Sims 4: Luxury Party Stuff,PC,2015,Simulation,Electronic Arts,0,0.01,0,0,0.02
5104,Jet Impulse,DS,,Simulation,Nintendo,0,0,0.02,0,0.02
5105,Saenai Kanojo no Sodatekata: Blessing Flowers,PSV,2015,Action,5pb,0,0,0.02,0,0.02
